cidade,uf,populacao
EngenheiroPaulodeFrontin,RiodeJaneiro,14138
VárzeadaRoça,Bahia,14135
Ibiraci,MinasGerais,14128
Gurinhém,Paraíba,14125
Coribe,Bahia,14108
SãoJoãodoAraguaia,Pará,14105
Vianópolis,Goiás,14088
Iconha,EspíritoSanto,14083
Massaranduba,Paraíba,14077
CaboVerde,MinasGerais,14074
Maracaí,SãoPaulo,14069
VilaValério,EspíritoSanto,14065
Avanhandava,SãoPaulo,14063
Ivaí,Paraná,14049
CumarudoNorte,Pará,14044
Satuba,Alagoas,14042
IelmoMarinho,RioGrandedoNorte,14033
Araruna,Paraná,14029
MariadaFé,MinasGerais,14019
Peabiru,Paraná,14017
LagoadaConfusão,Tocantins,13989
Uruoca,Ceará,13988
Itaguaçu,EspíritoSanto,13982
SenadorLaRocque,Maranhão,13981
Cristópolis,Bahia,13981
Baianópolis,Bahia,13979
Miraíma,Ceará,13965
Urupês,SãoPaulo,13965
PedroAfonso,Tocantins,13964
EngenheiroBeltrão,Paraná,13962
Morungaba,SãoPaulo,13936
Montividiu,Goiás,13935
SantaBrígida,Bahia,13917
Angical,Bahia,13902
Uibaí,Bahia,13894
SenadorRuiPalmeira,Alagoas,13893
Piratininga,SãoPaulo,13890
CampinadaLagoa,Paraná,13888
SãoLudgero,SantaCatarina,13886
CentrodoGuilherme,Maranhão,13876
DemervalLobão,Piauí,13862
Jaguapitã,Paraná,13861
Tracunhaém,Pernambuco,13856
Uarini,Amazonas,13839
Mansidão,Bahia,13822
SantoAugusto,RioGrandedoSul,13813
SãoJosédoCedro,SantaCatarina,13811
Alvoradad'Oeste,Rondônia,13807
SerraBranca,Paraíba,13807
Puxinanã,Paraíba,13801
VilaNovadosMartírios,Maranhão,13800
Uruana,Goiás,13795
Quatipuru,Pará,13794
Nioaque,MatoGrossodoSul,13794
Queluz,SãoPaulo,13788
BalneárioArroiodoSilva,SantaCatarina,13782
Cotegipe,Bahia,13756
ValentimGentil,SãoPaulo,13732
ConceiçãodoRioVerde,MinasGerais,13729
VirgemdaLapa,MinasGerais,13729
Feliz,RioGrandedoSul,13728
Itiquira,MatoGrosso,13727
SantanadoMaranhão,Maranhão,13704
Mallet,Paraná,13697
PalmaresPaulista,SãoPaulo,13691
Camapuã,MatoGrossodoSul,13675
Irupi,EspíritoSanto,13672
Passa-e-Fica,RioGrandedoNorte,13667
GeneralCarneiro,Paraná,13661
ÁguasVermelhas,MinasGerais,13656
Mirabela,MinasGerais,13651
Iporã,Paraná,13642
ChãdeAlegria,Pernambuco,13641
Mascote,Bahia,13619
BarradoRibeiro,RioGrandedoSul,13618
Arara,Paraíba,13613
Choró,Ceará,13608
Firminópolis,Goiás,13604
Amajari,Roraima,13561
Palmácia,Ceará,13553
Miranorte,Tocantins,13551
PédeSerra,Bahia,13535
TomardoGeru,Sergipe,13534
Alexandria,RioGrandedoNorte,13529
ManoelRibas,Paraná,13517
Itaguara,MinasGerais,13510
MartinhoCampos,MinasGerais,13497
Piquete,SãoPaulo,13495
Itapetim,Pernambuco,13492
Serrolândia,Bahia,13490
Paripueira,Alagoas,13484
Caapiranga,Amazonas,13482
Jutaí,Amazonas,13462
Joanópolis,SãoPaulo,13453
CaldeirãoGrande,Bahia,13452
ArroiodoTigre,RioGrandedoSul,13452
Imbaú,Paraná,13449
AbreCampo,MinasGerais,13434
Japoatã,Sergipe,13422
Ibaretama,Ceará,13385
Planalto,Paraná,13385
TenentePortela,RioGrandedoSul,13385
RioCasca,MinasGerais,13384
RibeirãoBonito,SãoPaulo,13376
DoresdoIndaiá,MinasGerais,13373
LuizAlves,SantaCatarina,13347
Lucena,Paraíba,13344
Cantagalo,Paraná,13340
ÁguaBoa,MinasGerais,13319
BocaiuvadoSul,Paraná,13308
SãoDomingos,Goiás,13305
LagoadoOuro,Pernambuco,13300
Palestina,SãoPaulo,13285
Crissiumal,RioGrandedoSul,13269
AltoAlegredosParecis,Rondônia,13268
Banzaê,Bahia,13251
RioBonitodoIguaçu,Paraná,13240
Mogeiro,Paraíba,13238
BalsaNova,Paraná,13238
SãoJoãodasMissões,MinasGerais,13232
BuenosAires,Pernambuco,13224
Nordestina,Bahia,13197
NovaLondrina,Paraná,13188
Goiatins,Tocantins,13169
MonteBelo,MinasGerais,13139
Milhã,Ceará,13129
BalneárioRincão,SantaCatarina,13129
BarradoMendes,Bahia,13128
Sangão,SantaCatarina,13128
Maribondo,Alagoas,13123
Andaraí,Bahia,13122
CarnaubeiradaPenha,Pernambuco,13117
GovernadorDix-SeptRosado,RioGrandedoNorte,13115
LagoaDourada,MinasGerais,13115
Chaval,Ceará,13112
SítiodoMato,Bahia,13104
NossaSenhoradoLivramento,MatoGrosso,13093
Marilândia,EspíritoSanto,13091
SãoLuísdoCuru,Ceará,13086
Turvo,SantaCatarina,13080
Cristais,MinasGerais,13060
GovernadorLindenberg,EspíritoSanto,13047
Deodápolis,MatoGrossodoSul,13043
AntônioPrado,RioGrandedoSul,13041
MineirosdoTietê,SãoPaulo,13023
NovaCrixás,Goiás,13020
TerraNova,Bahia,13018
Piên,Paraná,13015
MardeEspanha,MinasGerais,12985
Turvo,Paraná,12977
Piçarra,Pará,12976
Saúde,Bahia,12971
Igrapiúna,Bahia,12963
Aracatu,Bahia,12960
Heliópolis,Bahia,12946
ManoelVitorino,Bahia,12944
PresidenteBernardes,SãoPaulo,12943
Tapiratiba,SãoPaulo,12940
PresidenteJuscelino,Maranhão,12939
CidadeGaúcha,Paraná,12939
Davinópolis,Maranhão,12923
Itaipé,MinasGerais,12910
SãoJosédoCampestre,RioGrandedoNorte,12901
Mamborê,Paraná,12900
Mostardas,RioGrandedoSul,12888
ConceiçãodoCastelo,EspíritoSanto,12887
Campinorte,Goiás,12880
RiodeContas,Bahia,12878
NovaCanaãdoNorte,MatoGrosso,12876
Brejinho,RioGrandedoNorte,12873
RibeirãodoPinhal,Paraná,12869
Patu,RioGrandedoNorte,12861
Riolândia,SãoPaulo,12856
PortoAlegredoNorte,MatoGrosso,12849
Tacaimbó,Pernambuco,12843
CachoeiraAlta,Goiás,12843
NovoLino,Alagoas,12837
Flexeiras,Alagoas,12823
CardosoMoreira,RiodeJaneiro,12818
Betânia,Pernambuco,12811
Cambuquira,MinasGerais,12810
VeraCruz,RioGrandedoNorte,12789
SãoPedrodaÁguaBranca,Maranhão,12779
SimplícioMendes,Piauí,12778
SãoGonçalodoPará,MinasGerais,12776
Areal,RiodeJaneiro,12763
TeixeiraSoares,Paraná,12761
Palmital,Paraná,12755
SãoGeraldo,MinasGerais,12751
ÁguaDocedoMaranhão,Maranhão,12731
SeteBarras,SãoPaulo,12731
Ibicuitinga,Ceará,12730
Maxaranguape,RioGrandedoNorte,12714
SãoRomão,MinasGerais,12713
SantaCruzdaBaixaVerde,Pernambuco,12708
Bonfim,Roraima,12701
Ibiraçu,EspíritoSanto,12701
Malhador,Sergipe,12689
Jataizinho,Paraná,12687
FortalezadosNogueiras,Maranhão,12662
Ubaí,MinasGerais,12661
NovoHorizonte,Bahia,12653
Porto,Piauí,12646
Ibirá,SãoPaulo,12639
Iracema,Roraima,12637
RioVermelho,MinasGerais,12635
SãoRoquedoCanaã,EspíritoSanto,12602
Porecatu,Paraná,12587
Lavínia,SãoPaulo,12581
CerroGrandedoSul,RioGrandedoSul,12579
Bocaina,SãoPaulo,12571
Tabapuã,SãoPaulo,12561
Edéia,Goiás,12559
VárzeaNova,Bahia,12556
Canelinha,SantaCatarina,12553
Cortês,Pernambuco,12543
Cananéia,SãoPaulo,12542
TabocasdoBrejoVelho,Bahia,12515
Ubaporanga,MinasGerais,12514
SaltodoJacuí,RioGrandedoSul,12512
Ilicínea,MinasGerais,12511
AralMoreira,MatoGrossodoSul,12511
Ipaumirim,Ceará,12507
PortoWalter,Acre,12497
Lontras,SantaCatarina,12497
Ataléia,MinasGerais,12496
Setubinha,MinasGerais,12493
NovaUbiratã,MatoGrosso,12492
Itiruçu,Bahia,12482
CruzeirodoSul,RioGrandedoSul,12457
Brejetuba,EspíritoSanto,12450
BomRetirodoSul,RioGrandedoSul,12448
Eldorado,MatoGrossodoSul,12447
SãoMigueldoTocantins,Tocantins,12445
Planura,MinasGerais,12445
Duartina,SãoPaulo,12421
Chavantes,SãoPaulo,12418
Guaiçara,SãoPaulo,12416
Paulista,Paraíba,12411
JardimdoSeridó,RioGrandedoNorte,12397
Cardoso,SãoPaulo,12371
MatoVerde,MinasGerais,12367
Matina,Bahia,12359
Poranga,Ceará,12358
LicíniodeAlmeida,Bahia,12357
RioParanaíba,MinasGerais,12356
Cláudia,MatoGrosso,12338
JerônimoMonteiro,EspíritoSanto,12336
SantaFé,Paraná,12330
AltoGarças,MatoGrosso,12323
Jacinto,MinasGerais,12320
CorreiaPinto,SantaCatarina,12315
Taipu,RioGrandedoNorte,12314
Pacoti,Ceará,12313
PedrasdeMariadaCruz,MinasGerais,12313
SantaLuzia,Bahia,12308
Cacequi,RioGrandedoSul,12291
DomBasílio,Bahia,12281
Capixaba,Acre,12280
Paramoti,Ceará,12276
Loreto,Maranhão,12271
AtílioVivácqua,EspíritoSanto,12270
Ventania,Paraná,12267
Iguaracy,Pernambuco,12265
Itanhomi,MinasGerais,12259
QuerênciadoNorte,Paraná,12257
Canápolis,MinasGerais,12251
Jequeri,MinasGerais,12246
Araçás,Bahia,12237
PontodosVolantes,MinasGerais,12235
Axixá,Maranhão,12234
SãoFranciscodoMaranhão,Maranhão,12226
SerradoMel,RioGrandedoNorte,12225
Itapejarad'Oeste,Paraná,12220
Ferreiros,Pernambuco,12216
Congonhal,MinasGerais,12209
SantoAmarodasBrotas,Sergipe,12200
IcaraídeMinas,MinasGerais,12200
CarmodaCachoeira,MinasGerais,12193
Andrelândia,MinasGerais,12189
CapeladeSantana,RioGrandedoSul,12183
PortoEsperidião,MatoGrosso,12176
Colares,Pará,12175
SantaLeopoldina,EspíritoSanto,12171
BelémdeMaria,Pernambuco,12169
Saubara,Bahia,12163
Pimenteiras,Piauí,12150
Itagi,Bahia,12140
SãoSebastiãodaGrama,SãoPaulo,12137
BonitodeSantaFé,Paraíba,12126
Wanderley,Bahia,12125
SalgadodeSãoFélix,Paraíba,12123
LebonRégis,SantaCatarina,12122
PinheiroMachado,RioGrandedoSul,12122
JoaquimTávora,Paraná,12108
Bofete,SãoPaulo,12107
GodofredoViana,Maranhão,12104
SalesOliveira,SãoPaulo,12103
SãoFranciscodoBrejão,Maranhão,12082
Mortugaba,Bahia,12063
BoaNova,Bahia,12039
Pilar,Paraíba,12036
Aperibé,RiodeJaneiro,12036
TrêsBarrasdoParaná,Paraná,12036
Mondaí,SantaCatarina,12034
PresidenteJânioQuadros,Bahia,12028
NovaOlinda,Tocantins,12014
Inhangapi,Pará,12009
Iacanga,SãoPaulo,12002
Peixe,Tocantins,11996
Perdigão,MinasGerais,11994
CampoAlegre,SantaCatarina,11985
Cedro,Pernambuco,11972
TerraAlta,Pará,11971
Guaraniaçu,Paraná,11969
Guimarães,Maranhão,11966
MoreiraSales,Paraná,11966
Abaiara,Ceará,11965
AntônioGonçalves,Bahia,11955
LimaCampos,Maranhão,11943
RiodosCedros,SantaCatarina,11937
Amaturá,Amazonas,11934
SãoFélixdoAraguaia,MatoGrosso,11934
SantaTerezinha,Pernambuco,11914
BeneditoNovo,SantaCatarina,11896
Imaculada,Paraíba,11877
ValedoSol,RioGrandedoSul,11873
CéuAzul,Paraná,11872
Caetanópolis,MinasGerais,11869
ConceiçãodosOuros,MinasGerais,11852
Seringueiras,Rondônia,11846
Alcântaras,Ceará,11846
Brasilândia,MatoGrossodoSul,11835
Berilo,MinasGerais,11813
Gouveia,MinasGerais,11811
SantanadoMatos,RioGrandedoNorte,11808
Tacuru,MatoGrossodoSul,11795
SãoSebastiãodeLagoadeRoça,Paraíba,11793
SãoJoãodoManhuaçu,MinasGerais,11785
Wanderlândia,Tocantins,11783
Redentora,RioGrandedoSul,11782
Normandia,Roraima,11772
Aratuba,Ceará,11759
Chupinguaia,Rondônia,11755
BaixaGrandedoRibeiro,Piauí,11751
SerradoSalitre,MinasGerais,11750
PresidenteKennedy,EspíritoSanto,11741
SãoMigueldasMatas,Bahia,11733
Vera,MatoGrosso,11731
Angicos,RioGrandedoNorte,11695
Fronteiras,Piauí,11690
Paranacity,Paraná,11685
Olivença,Alagoas,11681
Teixeiras,MinasGerais,11680
PonteSerrada,SantaCatarina,11674
RiodoPires,Bahia,11672
AntônioCardoso,Bahia,11670
Gravatal,SantaCatarina,11652
CampodoMeio,MinasGerais,11648
Rodeio,SantaCatarina,11647
BuritidoTocantins,Tocantins,11644
BarroAlto,Goiás,11643
Itabirinha,MinasGerais,11637
Jaqueira,Pernambuco,11632
RioNovodoSul,EspíritoSanto,11630
CachoeiradeMinas,MinasGerais,11609
Paranatama,Pernambuco,11608
Gararu,Sergipe,11599
AlvoradadoSul,Paraná,11598
Ipaporanga,Ceará,11597
CapeladoAltoAlegre,Bahia,11597
Itaipulândia,Paraná,11588
AltoParaguai,MatoGrosso,11587
Lençóis,Bahia,11586
SebastiãoLaranjeiras,Bahia,11586
Jaguaribara,Ceará,11580
ResendeCosta,MinasGerais,11578
Nhandeara,SãoPaulo,11575
Nonoai,RioGrandedoSul,11574
OuroBranco,Alagoas,11573
Itainópolis,Piauí,11571
SantoAntôniodoJacinto,MinasGerais,11570
DuasBarras,RiodeJaneiro,11563
RocaSales,RioGrandedoSul,11556
IlhaComprida,SãoPaulo,11552
DoisIrmãosdoBuriti,MatoGrossodoSul,11547
CarmodaMata,MinasGerais,11546
ValedoAnari,Rondônia,11545
Jucati,Pernambuco,11545
BalneárioGaivota,SantaCatarina,11537
LagoaGrandedoMaranhão,Maranhão,11534
Pirangi,SãoPaulo,11524
SantaMariana,Paraná,11523
Aramari,Bahia,11519
NovaEuropa,SãoPaulo,11519
PedrodeToledo,SãoPaulo,11507
EstivaGerbi,SãoPaulo,11507
BonitodeMinas,MinasGerais,11502
Xambioá,Tocantins,11500
JequiádaPraia,Alagoas,11495
Calçoene,Amapá,11493
Getulina,SãoPaulo,11485
MuquémdoSãoFrancisco,Bahia,11479
CapitãodeCampos,Piauí,11471
AntônioCarlos,MinasGerais,11471
NovaLaranjeiras,Paraná,11462
Curimatá,Piauí,11461
SãoCarlos,SantaCatarina,11456
IgarapéGrande,Maranhão,11453
DuqueBacelar,Maranhão,11451
Estiva,MinasGerais,11416
PortoFirme,MinasGerais,11414
AltoTaquari,MatoGrosso,11413
Lajes,RioGrandedoNorte,11410
Martinópole,Ceará,11407
Pérola,Paraná,11406
Divisópolis,MinasGerais,11396
Eugenópolis,MinasGerais,11383
Guaraci,SãoPaulo,11382
Anguera,Bahia,11369
Batayporã,MatoGrossodoSul,11368
CampoRedondo,RioGrandedoNorte,11363
AvelinoLopes,Piauí,11361
MoitaBonita,Sergipe,11361
MatiasCardoso,MinasGerais,11360
Itatiaiuçu,MinasGerais,11354
Irineópolis,SantaCatarina,11354
BelaVistadoMaranhão,Maranhão,11347
PalmaresdoSul,RioGrandedoSul,11342
PresidenteVargas,Maranhão,11328
TerradeAreia,RioGrandedoSul,11323
Macajuba,Bahia,11318
Urubici,SantaCatarina,11311
Poção,Pernambuco,11308
SenadorJoséPorfírio,Pará,11305
Angelim,Pernambuco,11301
Paranaíta,MatoGrosso,11291
BarbosaFerraz,Paraná,11287
SenadorAlexandreCosta,Maranhão,11285
GentiodoOuro,Bahia,11284
Esperantina,Tocantins,11280
LagoadoMato,Maranhão,11280
SãoDomingos,Sergipe,11276
BalneárioBarradoSul,SantaCatarina,11271
BomJesus,RioGrandedoSul,11270
Moreilândia,Pernambuco,11269
EngenheiroCaldas,MinasGerais,11268
Cajapió,Maranhão,11255
AltoParnaíba,Maranhão,11233
Uraí,Paraná,11233
CorumbádeGoiás,Goiás,11223
Chorrochó,Bahia,11221
Groaíras,Ceará,11219
Goianápolis,Goiás,11217
Salgadinho,Pernambuco,11214
Varre-Sai,RiodeJaneiro,11208
SãoJoãodoParaíso,Maranhão,11207
Quebrangulo,Alagoas,11202
Areiópolis,SãoPaulo,11186
CerroCorá,RioGrandedoNorte,11182
Fagundes,Paraíba,11180
TrêsCachoeiras,RioGrandedoSul,11174
BernardinodeCampos,SãoPaulo,11168
BarrosCassal,RioGrandedoSul,11167
Montanhas,RioGrandedoNorte,11166
Potengi,Ceará,11165
Agrolândia,SantaCatarina,11160
RosáriodoCatete,Sergipe,11158
CunhaPorã,SantaCatarina,11150
Igaratinga,MinasGerais,11146
PrimeirodeMaio,Paraná,11138
Juscimeira,MatoGrosso,11124
InácioMartins,Paraná,11117
SãoGonçalodoRioAbaixo,MinasGerais,11114
SãoPedrodoIvaí,Paraná,11109
Acari,RioGrandedoNorte,11106
Catanduvas,SantaCatarina,11106
Fervedouro,MinasGerais,11100
Maraial,Pernambuco,11098
Pedralva,MinasGerais,11098
SãoJerônimodaSerra,Paraná,11088
Iapu,MinasGerais,11085
Urupá,Rondônia,11081
Angélica,MatoGrossodoSul,11081
AurelinoLeal,Bahia,11079
Itatuba,Paraíba,11069
JardimAlegre,Paraná,11067
DoisRiachos,Alagoas,11059
Mulungu,Ceará,11056
PiresFerreira,Ceará,11052
SãoTomé,RioGrandedoNorte,11051
Bananal,SãoPaulo,11039
Iuiú,Bahia,11038
Itaueira,Piauí,11037
Divinolândia,SãoPaulo,11027
AfonsoBezerra,RioGrandedoNorte,11024
Tacima,Paraíba,11024
Uiramutã,Roraima,11014
Caracol,Piauí,11009
Delta,MinasGerais,10994
MauádaSerra,Paraná,10994
Arceburgo,MinasGerais,10990
Manaíra,Paraíba,10988
Paraúna,Goiás,10988
Ararendá,Ceará,10983
Calçado,Pernambuco,10983
BuenoBrandão,MinasGerais,10982
MatiasOlímpio,Piauí,10979
SãoTiago,MinasGerais,10979
Carnaubais,RioGrandedoNorte,10972
RiodoFogo,RioGrandedoNorte,10961
Rialma,Goiás,10961
Apiúna,SantaCatarina,10951
CapinzaldoNorte,Maranhão,10937
Parapuã,SãoPaulo,10934
GovernadorArcher,Maranhão,10931
PrudentedeMorais,MinasGerais,10931
TenenteAnanias,RioGrandedoNorte,10923
Cacimbinhas,Alagoas,10920
SãoVicentedoSeridó,Paraíba,10919
LaranjadaTerra,EspíritoSanto,10919
SãoBentodoSapucaí,SãoPaulo,10907
Arataca,Bahia,10904
LagodoJunco,Maranhão,10900
Primavera,Pará,10889
Roseira,SãoPaulo,10888
Jordânia,MinasGerais,10872
SantaMariadeItabira,MinasGerais,10867
GeneralSalgado,SãoPaulo,10855
Parnaguá,Piauí,10846
Vargem,SãoPaulo,10842
Milagres,Bahia,10838
Juripiranga,Paraíba,10830
Rincão,SãoPaulo,10824
ItapuãdoOeste,Rondônia,10819
Miradouro,MinasGerais,10818
VeraCruz,SãoPaulo,10804
ÁguaDocedoNorte,EspíritoSanto,10801
NovoOrientedeMinas,MinasGerais,10800
ChapadãodoCéu,Goiás,10797
Juruaia,MinasGerais,10795
Pirapetinga,MinasGerais,10791
Mercês,MinasGerais,10775
SeteQuedas,MatoGrossodoSul,10751
Jandaíra,Bahia,10742
Piraúba,MinasGerais,10732
AltoRioDoce,MinasGerais,10723
Ouroeste,SãoPaulo,10712
Cedral,Maranhão,10711
Missal,Paraná,10706
BrotasdeMacaúbas,Bahia,10705
CentenáriodoSul,Paraná,10704
Gilbués,Piauí,10698
SãoLuizdoParaitinga,SãoPaulo,10693
MirantedaSerra,Rondônia,10691
Jaguari,RioGrandedoSul,10684
Aragoiânia,Goiás,10680
Seberi,RioGrandedoSul,10678
Brejolândia,Bahia,10675
CabeceirasdoPiauí,Piauí,10671
Babaçulândia,Tocantins,10668
TrajanodeMoraes,RiodeJaneiro,10653
Cajobi,SãoPaulo,10649
SerraCaiada,RioGrandedoNorte,10646
SantanadoMundaú,Alagoas,10637
RondaAlta,RioGrandedoSul,10633
SucupiradoNorte,Maranhão,10631
FaxinaldosGuedes,SantaCatarina,10630
RibeirãoClaro,Paraná,10622
MonteAlegredoPiauí,Piauí,10618
NovaFloresta,Paraíba,10614
Caroebe,Roraima,10595
CoitédoNoia,Alagoas,10594
Pirpirituba,Paraíba,10590
SantaInês,Bahia,10583
Irani,SantaCatarina,10575
Bujari,Acre,10572
Tapera,RioGrandedoSul,10569
MonsenhorGil,Piauí,10563
FernandoFalcão,Maranhão,10559
Pariconha,Alagoas,10546
SãoJosédoJacuípe,Bahia,10546
Grossos,RioGrandedoNorte,10541
NovaPratadoIguaçu,Paraná,10540
SãoJosédoCalçado,EspíritoSanto,10536
BomRepouso,MinasGerais,10527
FlorestaAzul,Bahia,10525
RioAcima,MinasGerais,10524
Recreio,MinasGerais,10522
SantaTeresinha,Bahia,10520
ÉricoCardoso,Bahia,10513
CamposLindos,Tocantins,10505
Arraias,Tocantins,10502
SantaCruzdoArari,Pará,10496
Guadalupe,Piauí,10496
Sarapuí,SãoPaulo,10493
Umarizal,RioGrandedoNorte,10485
ArroiodoSal,RioGrandedoSul,10483
Beneditinos,Piauí,10479
SenhoradosRemédios,MinasGerais,10474
Jitaúna,Bahia,10470
MulungudoMorro,Bahia,10469
Jatobá,Maranhão,10464
CristinoCastro,Piauí,10464
EspíritoSanto,RioGrandedoNorte,10463
Virginópolis,MinasGerais,10459
RibeirãoCascalheira,MatoGrosso,10450
Natuba,Paraíba,10449
SãoMigueldoGostoso,RioGrandedoNorte,10441
Itarana,EspíritoSanto,10433
Apiacás,MatoGrosso,10431
Paranã,Tocantins,10426
Branquinha,Alagoas,10426
Arvorezinha,RioGrandedoSul,10422
Catunda,Ceará,10410
SantaMariaMadalena,RiodeJaneiro,10380
ÁguaBranca,Paraíba,10375
DonaInês,Paraíba,10375
BoaSaúde,RioGrandedoNorte,10367
CachoeiradosÍndios,Paraíba,10364
Florestópolis,Paraná,10360
MarcionílioSouza,Bahia,10357
Ninheira,MinasGerais,10355
Riachuelo,Sergipe,10354
Pintadas,Bahia,10353
ConceiçãodaAparecida,MinasGerais,10351
Theobroma,Rondônia,10348
DárioMeira,Bahia,10347
Barracão,Paraná,10347
SerranodoMaranhão,Maranhão,10343
Centralina,MinasGerais,10343
Buenópolis,MinasGerais,10342
Aruanã,Goiás,10340
JacintoMachado,SantaCatarina,10337
Urucânia,MinasGerais,10333
Mariluz,Paraná,10327
BomJesus,RioGrandedoNorte,10323
TerraNova,Pernambuco,10314
FranciscoBadaró,MinasGerais,10311
Guaraciaba,MinasGerais,10307
CarmodoRioVerde,Goiás,10299
Maiquinique,Bahia,10294
DoresdeCampos,MinasGerais,10291
Itapitanga,Bahia,10284
BelaVistadeMinas,MinasGerais,10269
Rubim,MinasGerais,10269
Piripá,Bahia,10253
PetrolinadeGoiás,Goiás,10240
PescariaBrava,SantaCatarina,10225
Paranaiguara,Goiás,10221
Cristina,MinasGerais,10211
Porangaba,SãoPaulo,10205
NovaVeneza,Goiás,10193
Uchoa,SãoPaulo,10191
FontouraXavier,RioGrandedoSul,10181
LuísGomes,RioGrandedoNorte,10175
Dumont,SãoPaulo,10174
Itapebi,Bahia,10173
Piranhas,Goiás,10161
Ipuiuna,MinasGerais,10156
BomRetiro,SantaCatarina,10153
Sinimbu,RioGrandedoSul,10152
Catanduvas,Paraná,10144
PortoXavier,RioGrandedoSul,10144
AlfredoWagner,SantaCatarina,10136
NovaAurora,Paraná,10131
Itamogi,MinasGerais,10122
SãoJoão,Paraná,10122
GovernadorNewtonBello,Maranhão,10121
Bonfinópolis,Goiás,10120
Marcelândia,MatoGrosso,10107
Carneirinho,MinasGerais,10103
Torrinha,SãoPaulo,10100
Carlinda,MatoGrosso,10094
NovaBassano,RioGrandedoSul,10089
SigefredoPacheco,Piauí,10074
SantaTerezadoOeste,Paraná,10055
Botuporã,Bahia,10050
PiraídoNorte,Bahia,10050
Reginópolis,SãoPaulo,10047
Iretama,Paraná,10029
Corumbaíba,Goiás,10012
AnísiodeAbreu,Piauí,9994
BomJesusdoNorte,EspíritoSanto,9988
Itapeva,MinasGerais,9976
Manduri,SãoPaulo,9972
Guaraciaba,SantaCatarina,9964
Mulungu,Paraíba,9962
NovaCampina,SãoPaulo,9962
Planalto,RioGrandedoSul,9957
Ipupiara,Bahia,9954
MonteCarlo,SantaCatarina,9945
Rinópolis,SãoPaulo,9940
GlóriadeDourados,MatoGrossodoSul,9934
SantoAntôniodasMissões,RioGrandedoSul,9930
Umbuzeiro,Paraíba,9914
Constantina,RioGrandedoSul,9903
CoronelFreitas,SantaCatarina,9900
Coroaci,MinasGerais,9897
SãoJoãodoIvaí,Paraná,9897
CapimBranco,MinasGerais,9896
SãoSebastiãodoMaranhão,MinasGerais,9884
Saudades,SantaCatarina,9874
IpirangadoPiauí,Piauí,9863
Ariranha,SãoPaulo,9851
Arauá,Sergipe,9840
Juru,Paraíba,9831
Pureza,RioGrandedoNorte,9825
AxixádoTocantins,Tocantins,9817
Formoso,MinasGerais,9810
Iaras,SãoPaulo,9786
Quilombo,SantaCatarina,9773
Florânia,RioGrandedoNorte,9772
BomJesusdaSerra,Bahia,9768
Lontra,MinasGerais,9766
Imaruí,SantaCatarina,9764
GuiaLopesdaLaguna,MatoGrossodoSul,9754
Cavalcante,Goiás,9740
Pedrinhas,Sergipe,9727
AltoPiquiri,Paraná,9722
FreiInocêncio,MinasGerais,9716
Candiota,RioGrandedoSul,9707
ManoelUrbano,Acre,9701
DeputadoIrapuanPinheiro,Ceará,9698
Canápolis,Bahia,9694
CampoGrande,RioGrandedoNorte,9686
LagoaGrande,MinasGerais,9681
Rondon,Paraná,9664
Herculândia,SãoPaulo,9649
Igaratá,SãoPaulo,9631
Denise,MatoGrosso,9626
ÁguiaBranca,EspíritoSanto,9621
Sairé,Pernambuco,9600
PaulaCândido,MinasGerais,9597
CampoGrande,Alagoas,9576
Ferros,MinasGerais,9576
DomInocêncio,Piauí,9574
Japurá,Paraná,9573
Verdejante,Pernambuco,9572
Carneiros,Alagoas,9568
AgudosdoSul,Paraná,9567
PauBrasil,Bahia,9550
Rodelas,Bahia,9548
NovoMundo,MatoGrosso,9545
Verdelândia,MinasGerais,9527
CachoeiraGrande,Maranhão,9524
Araújos,MinasGerais,9523
BuritiAlegre,Goiás,9515
Olhod'ÁguadoCasado,Alagoas,9507
TerraRoxa,SãoPaulo,9502
Cumaru,Pernambuco,9494
IlhaGrande,Piauí,9487
Triunfo,Paraíba,9473
RiachodosMachados,MinasGerais,9471
CachoeiradePajeú,MinasGerais,9470
MinistroAndreazza,Rondônia,9461
Palhano,Ceará,9458
Cedral,SãoPaulo,9452
Roncador,Paraná,9447
Pirambu,Sergipe,9436
Ananás,Tocantins,9435
SítiodoQuinto,Bahia,9431
FranciscoSantos,Piauí,9423
Carbonita,MinasGerais,9423
SãoDomingos,SantaCatarina,9422
SãoSebastiãodoAlto,RiodeJaneiro,9416
Planaltino,Bahia,9415
RiodasFlores,RiodeJaneiro,9401
Arenápolis,MatoGrosso,9399
SaltoGrande,SãoPaulo,9396
CardealdaSilva,Bahia,9395
NovaMonteVerde,MatoGrosso,9375
Nazário,Goiás,9375
BaíaFormosa,RioGrandedoNorte,9373
Japorã,MatoGrossodoSul,9372
Tabaporã,MatoGrosso,9357
Wagner,Bahia,9342
Jaçanã,RioGrandedoNorte,9341
Caputira,MinasGerais,9318
Itapiranga,Amazonas,9312
Caturama,Bahia,9303
Silves,Amazonas,9289
TerraNovadoNorte,MatoGrosso,9284
VilaPavão,EspíritoSanto,9280
EuclidesdaCunhaPaulista,SãoPaulo,9280
Mambaí,Goiás,9277
Açucena,MinasGerais,9270
TunasdoParaná,Paraná,9269
PassodeTorres,SantaCatarina,9269
Amapá,Amapá,9265
MuricidosPortelas,Piauí,9258
Natividade,Tocantins,9256
VárzeadoPoço,Bahia,9247
